tier,score,id,name,keyword,found_in,primary_industry,secondary_industries,expected_any_of,created_at,description
LOW,8,50e02e94-377d-426e-b983-82e3a5f6c711,Destination Wedding Designer,Logistics,description,Hospitality & Events,"Design & Creative,Entrepreneurship",Supply Chain & Operations / Aviation & Transportation,2026-04-22T03:26:45.57717+00:00,"You orchestrate every magical detail of luxurious weddings across exotic destinations—from venue scouting and vendor coordination to timeline management and on-site problem-solving—creating unforgettable celebrations while juggling logistics, budgets, and client dreams across multiple time zones."
LOW,8,6405b75c-6d11-499f-8654-29bfbde80c5c,Destination Wedding Specialist,Logistics,description,Hospitality & Events,"Design & Creative,Business & Finance",Supply Chain & Operations / Aviation & Transportation,2026-06-14T02:39:08.364444+00:00,"You orchestrate dream weddings across exotic global locations, coordinating vendors, logistics, and unforgettable moments from initial concept through the final dance."
LOW,8,be9bb7dd-a5b2-49db-8541-a4dd6bbebbdc,Development Coordinator,Nonprofit,description,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",Social Impact & Nonprofit / Business & Finance,2026-04-22T02:52:32.271017+00:00,"You organize programs, manage budgets, and coordinate volunteers to help nonprofits turn their mission into real change that improves people's lives."
LOW,8,9910e037-04c0-4d47-8b92-939d135cbe17,Documentary Distributor,Theater,description,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Media & Journalism",Arts & Performance,2026-04-22T02:52:30.655222+00:00,"You curate, license, and distribute compelling documentaries to theaters, streaming platforms, and festivals, connecting powerful stories with audiences worldwide."
LOW,8,c9b2ef32-79d1-483a-8b83-5f63261417d5,E-Commerce Marketplace Operator,Logistics,description,Entrepreneurship,"Business & Finance,Tech & Engineering",Supply Chain & Operations / Aviation & Transportation,2026-06-24T04:05:23.727094+00:00,"You curate products, manage vendor relationships, and optimize the customer experience on your online marketplace platform—watching real-time sales data, handling logistics, and building a thriving digital storefront."
LOW,8,b49ddd80-0ac5-4be2-aeb9-9ca2089ccb45,Environmental Due Diligence Specialist,Investment,description,Environment & Sustainability,"Science & Research,Law & Government,Tech & Engineering",Business & Finance,2026-04-22T02:52:34.239097+00:00,"You investigate companies' environmental risks and compliance before major business deals, protecting investments by uncovering hidden pollution liabilities, regulatory violations, and climate exposure that could tank a project."
LOW,8,5f10d973-7f3a-4fcb-96ec-5bda090699ac,Event Coordinator (Corporate),Logistics,description,Hospitality & Events,"Business & Finance,Design & Creative",Supply Chain & Operations / Aviation & Transportation,2026-04-30T01:58:17.554452+00:00,You orchestrate every detail of corporate events—from venue selection and vendor management to day-of logistics—creating memorable experiences that strengthen business relationships and drive company culture.
LOW,8,d5219a9d-ffa4-4c18-a7b4-d3d1944eeead,Event Coordinator (Weddings),Logistics,description,Hospitality & Events,"Design & Creative,Business & Finance",Supply Chain & Operations / Aviation & Transportation,2026-06-04T02:41:21.280738+00:00,"You orchestrate every detail of weddings—from venue logistics to vendor coordination to timeline management—creating seamless, magical celebrations that clients will remember forever."
LOW,8,1f094529-5341-41f1-b8ec-e94566b79ec4,Event Production Coordinator,Logistics,description,Hospitality & Events,"Design & Creative,Business & Finance",Supply Chain & Operations / Aviation & Transportation,2026-04-27T08:01:25.963639+00:00,"You orchestrate every detail of live events—from corporate conferences to festivals—coordinating vendors, timelines, and logistics to create seamless experiences that bring people together."
LOW,8,c67c324a-2d20-4192-ad40-82a9e15c3694,Event Registrar,Logistics,description,Hospitality & Events,Business & Finance,Supply Chain & Operations / Aviation & Transportation,2026-06-27T04:00:03.892168+00:00,"You orchestrate the behind-the-scenes logistics of conferences, weddings, and festivals—managing registrations, attendee data, and check-in systems to ensure every guest has a seamless experience from the moment they arrive."
LOW,8,fa0a7dd6-c086-4ad9-818f-86c3ad0890aa,Event Space Manager,Logistics,description,Hospitality & Events,"Business & Finance,Design & Creative",Supply Chain & Operations / Aviation & Transportation,2026-07-22T03:18:51.275667+00:00,"You orchestrate every detail of conferences, weddings, and festivals—from vendor logistics to guest flow—creating seamless experiences that leave lasting impressions."
LOW,8,7a540c79-f6c1-42c1-aad2-069b30a5c91a,Event Venue Operator,Logistics,description,Hospitality & Events,"Business & Finance,Entrepreneurship",Supply Chain & Operations / Aviation & Transportation,2026-05-18T02:13:17.486716+00:00,"You orchestrate every detail of live events—from managing staffing and logistics to ensuring guests have seamless, memorable experiences across venues large and small."
LOW,8,5388b56d-5fab-4e7c-8213-aa82e87ac633,Experiential Designer (Events),Logistics,description,Design & Creative,"Hospitality & Events,Business & Finance",Supply Chain & Operations / Aviation & Transportation,2026-05-05T01:53:03.022077+00:00,"You craft immersive, unforgettable experiences by designing every detail of events—from concept through execution—blending creativity, logistics, and audience psychology to bring visions to life."
LOW,8,c72e4ab1-5f4d-407e-bf1b-bab5aacc74a0,Eyebrow Specialist,Makeup,description,Supply Chain & Operations,"Business & Finance,Tech & Engineering",Fashion & Beauty / Arts & Performance / Media & Journalism,2026-04-22T02:52:31.660242+00:00,"You shape and perfect eyebrows through precise waxing, threading, and makeup techniques, transforming clients' appearances and boosting their confidence with personalized beauty solutions."
LOW,8,1165cdce-5720-4f65-9191-cdd1893b6cb0,Festival Coordinator,Logistics,description,Hospitality & Events,"Arts & Performance,Entrepreneurship",Supply Chain & Operations / Aviation & Transportation,2026-06-13T02:14:30.650395+00:00,You orchestrate every detail of festivals—from booking artists and managing budgets to coordinating logistics and creating unforgettable experiences that bring thousands of people together.
LOW,8,96715f5e-6dbf-4cc8-87f1-dd8c18329991,Festival Director,Logistics,description,Hospitality & Events,"Arts & Performance,Entrepreneurship",Supply Chain & Operations / Aviation & Transportation,2026-06-18T02:38:10.265744+00:00,You orchestrate every detail of live festivals—from booking artists and managing budgets to coordinating logistics and creating unforgettable experiences that bring thousands of people together.
LOW,8,d15c34ee-cad3-45fb-ac1a-84edaf3eb15c,Festival Producer,Logistics,description,Hospitality & Events,"Arts & Performance,Entrepreneurship",Supply Chain & Operations / Aviation & Transportation,2026-05-13T02:08:23.186975+00:00,You orchestrate every detail of live festivals—from booking artists and securing venues to managing budgets and coordinating logistics—creating unforgettable experiences that bring thousands of people together.
LOW,8,928eff4e-26ea-4aee-a131-7aab06f99cf0,Financial Planning Analyst,Investment,description,Science & Research,"Healthcare & Medicine,Tech & Engineering",Business & Finance,2026-04-22T02:52:32.086589+00:00,"You build personalized financial roadmaps for clients, analyzing their spending, investments, and goals to help them grow wealth and achieve major life milestones."
LOW,8,a51111df-526f-46fa-9b5d-d77be8d87e8d,Financial Planning Director,Investment,description,Science & Research,"Healthcare & Medicine,Tech & Engineering",Business & Finance,2026-04-22T02:52:31.392704+00:00,"You guide clients through major financial decisions by analyzing their goals, investments, and risks, then creating personalized roadmaps that help them build wealth and secure their futures."
LOW,8,ac657841-95f6-4766-9ff2-c4eb876bfd8e,Fixed Income Analyst,Investment,description,Science & Research,"Healthcare & Medicine,Tech & Engineering,Arts & Performance",Business & Finance,2026-04-22T02:52:31.660242+00:00,"You analyze bonds and fixed income securities to help investors make smart decisions about where their money goes, using data and economic trends to predict which investments will perform best."
LOW,8,f2af9470-0fa8-4298-bf1a-49f58b63754f,Fleet Manager (Transportation Services),Logistics,description,Hospitality & Events,"Business & Finance,Tech & Engineering",Supply Chain & Operations / Aviation & Transportation,2026-07-04T03:40:38.223951+00:00,"You coordinate and oversee a fleet of vehicles, managing maintenance schedules, driver safety, fuel costs, and logistics to keep tours, shuttles, or event transportation running smoothly and on time."
LOW,8,c36b0de3-69e7-4bf2-9722-813eab8b0bbf,Footwear Designer,Fashion,description,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",Fashion & Beauty / Design & Creative / Arts & Performance,2026-04-22T02:52:30.264317+00:00,"You sketch and develop shoe designs from concept to production, considering aesthetics, comfort, and manufacturing constraints. Your creations might end up on basketball courts, fashion runways, or everyday sidewalks."
LOW,8,db8733e2-91fc-40c1-927e-9b3f4ebc1f26,Freight Brokerage Owner,Logistics,description,Entrepreneurship,Business & Finance,Supply Chain & Operations / Aviation & Transportation,2026-04-22T02:52:33.295118+00:00,"You negotiate shipping deals between trucking companies and shippers, manage logistics networks, and build relationships that keep goods moving across the country while turning a profit."
LOW,8,96239caf-78b5-4267-9244-8cd7c4a4a3f7,Gallery Preparator,Logistics,description,Arts & Performance,"Design & Creative,Hospitality & Events",Supply Chain & Operations / Aviation & Transportation,2026-05-05T01:52:50.427284+00:00,"You meticulously prepare exhibition spaces by installing artworks, building displays, and managing logistics so visitors experience galleries exactly as curators envision."
